Date,0,1,2,3,4,5,6,7,8,9,10,11,12,mean,median,weekday
2020-09-09,0.032,0.003,0.021,0.041,0.021,0.045,0.277,0.127,0.005,0.125,0.128,0.041,0.092,0.074,0.043,2
2020-09-10,0.007,0.03,0.008,0.007,0.021,0.061,0.226,0.04,0.097,0.015,0.03,0.049,0.123,0.055,0.035,3
2020-09-11,0.027,0.016,0.006,0.009,0.001,0.002,0.466,0.117,0.035,0.013,0.042,0.003,0.003,0.057,0.014,4
2020-09-12,0.014,0.01,0.044,0.004,0.02,0.037,0.38,0.163,0.046,0.138,0.009,0.055,0.065,0.076,0.045,5
2020-09-13,0.207,0.007,0.015,0.007,0.003,0.086,0.487,0.114,0.057,0.044,0.009,0.006,0.177,0.094,0.05,6
2020-09-14,0.025,0.005,0.003,0.021,0.003,0.062,0.443,0.096,0.004,0.015,0.051,0.003,0.117,0.065,0.023,0
2020-09-15,0.061,0.012,0.012,0.003,0.103,0.181,0.514,0.051,0.082,0.027,0.007,0.212,0.271,0.118,0.071,1
2020-09-16,0.038,0.003,0.028,0.048,0.025,0.05,0.268,0.128,0.005,0.127,0.131,0.049,0.104,0.077,0.05,2
2020-09-17,0.009,0.035,0.007,0.009,0.024,0.07,0.239,0.042,0.094,0.014,0.033,0.052,0.133,0.059,0.038,3
2020-09-18,0.027,0.017,0.006,0.011,0.001,0.002,0.475,0.117,0.035,0.012,0.042,0.004,0.003,0.058,0.014,4
2020-09-19,0.015,0.011,0.046,0.005,0.024,0.033,0.374,0.164,0.045,0.137,0.009,0.052,0.071,0.076,0.046,5
2020-09-20,0.196,0.008,0.015,0.009,0.003,0.094,0.493,0.121,0.06,0.047,0.01,0.006,0.18,0.095,0.053,6
2020-09-21,0.021,0.005,0.004,0.018,0.003,0.053,0.452,0.097,0.005,0.013,0.043,0.003,0.099,0.063,0.02,0
2020-09-22,0.061,0.011,0.011,0.003,0.1,0.169,0.516,0.063,0.077,0.025,0.005,0.193,0.247,0.114,0.07,1
2020-09-23,0.037,0.003,0.026,0.045,0.023,0.05,0.271,0.128,0.005,0.125,0.129,0.042,0.09,0.075,0.048,2
2020-09-24,0.007,0.032,0.007,0.008,0.02,0.064,0.236,0.038,0.091,0.014,0.03,0.046,0.119,0.055,0.035,3
2020-09-25,0.026,0.017,0.005,0.009,0.001,0.002,0.457,0.112,0.035,0.011,0.036,0.003,0.002,0.055,0.014,4
2020-09-26,0.015,0.011,0.047,0.004,0.022,0.031,0.376,0.17,0.047,0.136,0.008,0.051,0.067,0.076,0.047,5
2020-09-27,0.211,0.008,0.014,0.006,0.002,0.091,0.498,0.13,0.057,0.042,0.008,0.006,0.181,0.096,0.05,6
2020-09-28,0.019,0.005,0.004,0.017,0.003,0.053,0.472,0.096,0.005,0.015,0.043,0.003,0.101,0.064,0.018,0
