,0
2499,47153
2500,47155
2501,47157
2502,47159
2503,47161
2504,47163
2505,47165
2506,47167
2507,47169
2508,47171
2509,47173
2510,47175
2511,47177
2512,47179
2513,47181
2514,47183
2515,47185
2516,47187
2517,47189
2518,48001
2519,48003
2520,48005
2521,48007
2522,48009
2523,48011
2524,48013
2525,48015
2526,48017
2527,48019
2528,48021
2529,48023
2530,48025
2531,48027
2532,48029
2533,48031
2534,48035
2535,48037
2536,48039
2537,48041
2538,48043
2539,48045
2540,48047
2541,48049
2542,48051
2543,48053
2544,48055
2545,48057
2546,48059
2547,48061
2548,48063
2549,48065
2550,48067
2551,48069
2552,48071
2553,48073
2554,48075
2555,48077
2556,48079
2557,48081
2558,48083
2559,48085
2560,48087
2561,48089
2562,48091
2563,48093
2564,48095
2565,48097
2566,48099
2567,48101
2568,48103
2569,48105
2570,48107
2571,48109
2572,48111
2573,48113
2574,48115
2575,48117
2576,48119
2577,48121
2578,48123
2579,48125
2580,48127
2581,48129
2582,48131
2583,48133
2584,48135
2585,48137
2586,48139
2587,48141
2588,48143
2589,48145
2590,48147
2591,48149
2592,48151
2593,48153
2594,48155
2595,48157
2596,48159
2597,48161
2598,48163
2599,48165
2600,48167
2601,48169
2602,48171
2603,48173
2604,48175
2605,48177
2606,48179
2607,48181
2608,48183
2609,48185
2610,48187
2611,48189
2612,48191
2613,48193
2614,48195
2615,48197
2616,48199
2617,48201
2618,48203
2619,48205
2620,48207
2621,48209
2622,48211
2623,48213
2624,48215
2625,48217
2626,48219
2627,48221
2628,48223
2629,48225
2630,48227
2631,48229
2632,48231
2633,48233
2634,48235
2635,48237
2636,48239
2637,48241
2638,48243
2639,48245
2640,48247
2641,48249
2642,48251
2643,48253
2644,48255
2645,48257
2646,48259
2647,48261
2648,48263
2649,48265
2650,48267
2651,48271
2652,48273
2653,48275
2654,48277
2655,48279
2656,48281
2657,48283
2658,48285
2659,48287
2660,48289
2661,48291
2662,48293
2663,48295
2664,48297
2665,48299
2666,48301
2667,48303
2668,48305
2669,48307
2670,48309
2671,48311
2672,48313
2673,48315
2674,48317
2675,48319
2676,48321
2677,48323
2678,48325
2679,48327
2680,48329
2681,48331
2682,48333
2683,48335
2684,48337
2685,48339
2686,48341
2687,48343
2688,48345
2689,48347
2690,48349
2691,48351
2692,48353
2693,48355
2694,48357
2695,48359
2696,48361
2697,48363
2698,48365
2699,48367
2700,48369
2701,48371
2702,48373
2703,48375
2704,48377
2705,48379
2706,48381
2707,48383
2708,48385
2709,48387
2710,48389
2711,48391
2712,48393
2713,48395
2714,48397
2715,48399
2716,48401
2717,48403
2718,48405
2719,48407
2720,48409
2721,48411
2722,48413
2723,48415
2724,48417
2725,48419
2726,48421
2727,48423
2728,48425
2729,48427
2730,48429
2731,48431
2732,48433
2733,48435
2734,48437
2735,48439
2736,48441
2737,48443
2738,48445
2739,48447
2740,48449
2741,48451
2742,48453
2743,48455
2744,48457
2745,48459
2746,48461
2747,48463
2748,48465
2749,48467
2750,48469
2751,48471
2752,48473
2753,48475
2754,48477
2755,48479
2756,48481
2757,48483
2758,48485
2759,48487
2760,48489
2761,48491
2762,48493
2763,48495
2764,48497
2765,48499
2766,48501
2767,48503
2768,48505
2769,48507
2770,49001
2771,49003
2772,49005
2773,49007
2774,49009
2775,49011
2776,49013
2777,49015
2778,49017
2779,49019
2780,49021
2781,49023
2782,49025
2783,49027
2784,49029
2785,49031
2786,49033
2787,49035
2788,49037
2789,49039
2790,49041
2791,49043
2792,49045
2793,49047
2794,49049
2795,49051
2796,49053
2797,49055
2798,49057
2799,50001
2800,50003
2801,50005
2802,50007
2803,50009
2804,50011
2805,50013
2806,50015
2807,50017
2808,50019
2809,50021
2810,50023
2811,50025
2812,50027
2813,51001
2814,51003
2815,51005
2816,51007
2817,51009
2818,51011
2819,51013
2820,51015
2821,51017
2822,51019
2823,51021
2824,51023
2825,51025
2826,51027
2827,51029
2828,51031
2829,51033
2830,51035
2831,51036
2832,51037
2833,51041
2834,51043
2835,51045
2836,51047
2837,51049
2838,51051
2839,51053
2840,51057
2841,51059
2842,51061
2843,51063
2844,51065
2845,51067
2846,51069
2847,51071
2848,51073
2849,51075
2850,51077
2851,51079
2852,51081
2853,51083
2854,51085
2855,51087
2856,51089
2857,51091
2858,51093
2859,51095
2860,51097
2861,51099
2862,51101
2863,51103
2864,51105
2865,51107
2866,51109
2867,51111
2868,51113
2869,51115
2870,51117
2871,51119
2872,51121
2873,51125
2874,51127
2875,51131
2876,51133
2877,51135
2878,51137
2879,51139
2880,51141
2881,51143
2882,51145
2883,51147
2884,51149
2885,51153
2886,51155
2887,51157
2888,51159
2889,51161
2890,51163
2891,51165
2892,51167
2893,51169
2894,51171
2895,51173
2896,51175
2897,51177
2898,51179
2899,51181
2900,51183
2901,51185
2902,51187
2903,51191
2904,51193
2905,51195
2906,51197
2907,51199
2908,51510
2909,51520
2910,51530
2911,51540
2912,51550
2913,51570
2914,51580
2915,51590
2916,51595
2917,51600
2918,51610
2919,51620
2920,51630
2921,51640
2922,51650
2923,51660
2924,51670
2925,51678
2926,51680
2927,51683
2928,51685
2929,51690
2930,51700
2931,51710
2932,51720
2933,51730
2934,51735
2935,51740
2936,51750
2937,51760
2938,51770
2939,51775
2940,51790
2941,51800
2942,51810
2943,51820
2944,51830
2945,51840
2946,53001
2947,53003
2948,53005
2949,53007
2950,53009
2951,53011
2952,53013
2953,53015
2954,53017
2955,53019
2956,53021
2957,53023
2958,53025
2959,53027
2960,53029
2961,53031
2962,53033
2963,53035
2964,53037
2965,53039
2966,53041
2967,53043
2968,53045
2969,53047
2970,53049
2971,53051
2972,53053
2973,53055
2974,53057
2975,53059
2976,53061
2977,53063
2978,53065
2979,53067
2980,53069
2981,53071
2982,53073
2983,53075
2984,53077
2985,54001
2986,54003
2987,54005
2988,54007
2989,54009
2990,54011
2991,54013
2992,54015
2993,54017
2994,54019
2995,54021
2996,54023
2997,54025
2998,54027
2999,54029
3000,54031
3001,54033
3002,54035
3003,54037
3004,54039
3005,54041
3006,54043
3007,54045
3008,54047
3009,54049
3010,54051
3011,54053
3012,54055
3013,54057
3014,54059
3015,54061
3016,54063
3017,54065
3018,54067
3019,54069
3020,54071
3021,54073
3022,54075
3023,54077
3024,54079
3025,54081
3026,54083
3027,54085
3028,54087
3029,54089
3030,54091
3031,54093
3032,54095
3033,54097
3034,54099
3035,54101
3036,54103
3037,54105
3038,54107
3039,54109
3040,55001
3041,55003
3042,55005
3043,55007
3044,55009
3045,55011
3046,55013
3047,55015
3048,55017
3049,55019
3050,55021
3051,55023
3052,55025
3053,55027
3054,55029
3055,55031
3056,55033
3057,55035
3058,55037
3059,55039
3060,55041
3061,55043
3062,55045
3063,55047
3064,55049
3065,55051
3066,55053
3067,55055
3068,55057
3069,55059
3070,55061
3071,55063
3072,55065
3073,55067
3074,55069
3075,55071
3076,55073
3077,55075
3078,55077
3079,55078
3080,55079
3081,55081
3082,55083
3083,55085
3084,55087
3085,55089
3086,55091
3087,55093
3088,55095
3089,55097
3090,55099
3091,55101
3092,55103
3093,55105
3094,55107
3095,55109
3096,55111
3097,55113
3098,55115
3099,55117
3100,55119
3101,55121
3102,55123
3103,55125
3104,55127
3105,55129
3106,55131
3107,55133
3108,55135
3109,55137
3110,55139
3111,55141
3112,56001
3113,56003
3114,56005
3115,56007
3116,56009
3117,56011
3118,56013
3119,56015
3120,56017
3121,56019
3122,56021
3123,56023
3124,56025
3125,56027
3126,56029
3127,56031
3128,56033
3129,56035
3130,56037
3131,56039
3132,56041
3133,56043
3134,56045
3135,15005
3136,30069
3137,31005
3138,31007
3139,48033
3140,48269
